formula_pretty,nelements,structure_count,nsites_min,nsites_median,nsites_max,elements
Dy2(BiO2)7,3,1,23,0.0,23,Bi Dy O
Li4Mn3(OF3)2,4,1,30,0.0,30,F Li Mn O
Li4Mn2TeWO12,5,1,20,0.0,20,Li Mn O Te W
Li2Mn7F18,3,1,27,0.0,27,F Li Mn
Li3CrS4,3,1,8,0.0,8,Cr Li S
In2HgO4,3,1,14,0.0,14,Hg In O
Li4Mn2Co3Te3O16,5,1,28,0.0,28,Co Li Mn O Te
Mg2CoO4,3,1,28,0.0,28,Co Mg O
Li2Mn3(FeO4)3,4,1,20,0.0,20,Fe Li Mn O
Co3Sb(PO4)4,4,1,24,0.0,24,Co O P Sb
Mg(CO2)2,3,1,14,0.0,14,C Mg O
ZnCu2O3,3,1,12,0.0,12,Cu O Zn
Mn4OF8,3,1,26,0.0,26,F Mn O
Li4Fe2Co3Cu3O16,5,1,28,0.0,28,Co Cu Fe Li O
Na4NpO5,3,1,10,0.0,10,Na Np O
LiTi2V3O10,4,1,32,0.0,32,Li O Ti V
Zn3Ni7O10,3,1,20,0.0,20,Ni O Zn
Li2TlPCO7,5,1,24,0.0,24,C Li O P Tl
NiOF2,3,1,16,0.0,16,F Ni O
Li4Mn2Cr3Fe3O16,5,1,28,0.0,28,Cr Fe Li Mn O
PrTlO3,3,1,5,0.0,5,O Pr Tl
Co2RuO4,3,1,28,0.0,28,Co O Ru
Li3(Fe2S3)2,3,1,13,0.0,13,Fe Li S
CsErO2,3,1,8,0.0,8,Cs Er O
Cr3Sb(PO4)4,4,1,24,0.0,24,Cr O P Sb
Li4Fe2Cu3Sb3O16,5,1,28,0.0,28,Cu Fe Li O Sb
MnP2,2,1,6,0.0,6,Mn P
Li3Co2CuO6,4,1,12,0.0,12,Co Cu Li O
Mn(Cu3O4)2,3,1,15,0.0,15,Cu Mn O
Li2V2SnO6,4,1,22,0.0,22,Li O Sn V
LiHfPCO7,5,1,22,0.0,22,C Hf Li O P
Li4Mn3Fe3(CoO8)2,5,1,28,0.0,28,Co Fe Li Mn O
Li2Ni5O7,3,1,14,0.0,14,Li Ni O
Li4Fe2TeWO12,5,1,20,0.0,20,Fe Li O Te W
Gd2CdO4,3,1,14,0.0,14,Cd Gd O
Li3Cu4F9,3,1,16,0.0,16,Cu F Li
RbLi7(NiO3)2,4,1,16,0.0,16,Li Ni O Rb
Y(BiO2)3,3,1,20,0.0,20,Bi O Y
BaY2Br8,3,1,22,0.0,22,Ba Br Y
Dy2Nb2O7,3,1,22,0.0,22,Dy Nb O
Ba3Hf2O7,3,1,12,0.0,12,Ba Hf O
Li3Cr(FeO2)4,4,1,16,0.0,16,Cr Fe Li O
LiNiPHO5,5,1,18,0.0,18,H Li Ni O P
CsLi7(NiO3)2,4,1,16,0.0,16,Cs Li Ni O
CsDyO2,3,1,8,0.0,8,Cs Dy O
Ce3TaO7,3,1,22,0.0,22,Ce O Ta
TbLuO3,3,1,20,0.0,20,Lu O Tb
La3GaO6,3,1,20,0.0,20,Ga La O
LiH2BrO,4,1,20,0.0,20,Br H Li O
CsHoO2,3,1,8,0.0,8,Cs Ho O
Na2Mn(SO4)2,4,1,26,0.0,26,Mn Na O S
Tl6WO12,3,1,19,0.0,19,O Tl W
CsRbO,3,1,12,0.0,12,Cs O Rb
Tb2Nb2O7,3,1,22,0.0,22,Nb O Tb
KGePCO7,5,1,22,0.0,22,C Ge K O P
Ce3Th3O11,3,1,17,0.0,17,Ce O Th
Li3Ti2CoO6,4,1,24,0.0,24,Co Li O Ti
TbZr4O10,3,1,15,0.0,15,O Tb Zr
Y2MgNi2,3,1,10,0.0,10,Mg Ni Y
VSb3(PO4)4,4,1,24,0.0,24,O P Sb V
Ba(LaI4)2,3,1,11,0.0,11,Ba I La
Mn4CrO8,3,1,13,0.0,13,Cr Mn O
Li8Nb(FeO4)3,4,1,24,0.0,24,Fe Li Nb O
SmErO3,3,1,20,0.0,20,Er O Sm
Tb2Mn2O7,3,1,22,0.0,22,Mn O Tb
Li2ZrCuO4,4,1,8,0.0,8,Cu Li O Zr
Tm(CuO2)2,3,1,14,0.0,14,Cu O Tm
MnAgO3,3,1,10,0.0,10,Ag Mn O
LuTiO3,3,1,20,0.0,20,Lu O Ti
Li4Co3WO8,4,1,16,0.0,16,Co Li O W
Li5CrO5,3,1,44,0.0,44,Cr Li O
Li2CuBiO4,4,1,8,0.0,8,Bi Cu Li O
CaSm2O4,3,1,14,0.0,14,Ca O Sm
Li3ZrNb(TeO6)2,5,1,19,0.0,19,Li Nb O Te Zr
K3SnPCO7,5,1,26,0.0,26,C K O P Sn
MnNb(PO4)2,4,1,48,0.0,48,Mn Nb O P
EuTlO2,3,1,4,0.0,4,Eu O Tl
Ti2Mn3Te3O16,4,1,24,0.0,24,Mn O Te Ti
La4FeO8,3,1,52,0.0,52,Fe La O
Li3Cu4TeO8,4,1,16,0.0,16,Cu Li O Te
Li3Co(CuO2)4,4,1,16,0.0,16,Co Cu Li O
Li4Mn3Co5O16,4,1,28,0.0,28,Co Li Mn O
LiAlNiO3,4,1,24,0.0,24,Al Li Ni O
MgFe11O18,3,1,30,0.0,30,Fe Mg O
Mn2Hg2O7,3,1,22,0.0,22,Hg Mn O
NiSb(PO4)2,4,1,24,0.0,24,Ni O P Sb
Li3CrBAsO7,5,1,52,0.0,52,As B Cr Li O
Li3FeOF4,4,1,18,0.0,18,F Fe Li O
Eu3WO6,3,1,10,0.0,10,Eu O W
Li5Ti2V5O12,4,1,24,0.0,24,Li O Ti V
Ce4SmO9,3,1,14,0.0,14,Ce O Sm
Li3Co(OF)2,4,1,16,0.0,16,Co F Li O
LiV3CoO10,4,1,15,0.0,15,Co Li O V
Li3V4SnO12,4,1,20,0.0,20,Li O Sn V
Li3Nb(NiO2)4,4,1,16,0.0,16,Li Nb Ni O
Sr2CuO4,3,1,7,0.0,7,Cu O Sr
NaAgO2,3,1,4,0.0,4,Ag Na O
LiSbTe2WO12,5,1,17,0.0,17,Li O Sb Te W
Li4Ti3Cr3(WO8)2,5,1,28,0.0,28,Cr Li O Ti W
Li3Co2SbO6,4,1,12,0.0,12,Co Li O Sb
V5CrO12,3,1,18,0.0,18,Cr O V
K2CuPCO7,5,1,24,0.0,24,C Cu K O P
Y6TeO12,3,1,19,0.0,19,O Te Y
Ba2HfO4,3,1,7,0.0,7,Ba Hf O
Li4Nb3Fe3(NiO8)2,5,1,28,0.0,28,Fe Li Nb Ni O
Na4MgO3,3,1,16,0.0,16,Mg Na O
Li2Co2NiO6,4,1,22,0.0,22,Co Li Ni O
BaEuO2,3,1,4,0.0,4,Ba Eu O
Li5Mn7O12,3,1,24,0.0,24,Li Mn O
Na4CuO3,3,1,16,0.0,16,Cu Na O
KVO2,3,1,8,0.0,8,K O V
Li4Mn(BO3)2,4,1,52,0.0,52,B Li Mn O
Li2Mn2SnO6,4,1,22,0.0,22,Li Mn O Sn
Li5Nb2V3O10,4,1,40,0.0,40,Li Nb O V
Li4NbNi3O8,4,1,16,0.0,16,Li Nb Ni O
Mn7O12,2,1,19,0.0,19,Mn O
Li3Cr(NiO3)2,4,1,12,0.0,12,Cr Li Ni O
Na2Ni2O3,3,1,14,0.0,14,Na Ni O
Li4MnCr5O12,4,1,22,0.0,22,Cr Li Mn O
Li4Cu2Ni3Sb3O16,5,1,28,0.0,28,Cu Li Ni O Sb
Li5Cu2Ni5O12,4,1,24,0.0,24,Cu Li Ni O
Li2CrWO6,4,1,20,0.0,20,Cr Li O W
NaVSiO4,4,1,28,0.0,28,Na O Si V
Li3Cu(NiO3)2,4,1,12,0.0,12,Cu Li Ni O
SbTe2F6,3,1,18,0.0,18,F Sb Te
Li3Co4NiO8,4,1,16,0.0,16,Co Li Ni O
LiFe5O3F5,4,1,14,0.0,14,F Fe Li O
Li5Mn2V3O10,4,1,40,0.0,40,Li Mn O V
GdYO2,3,1,8,0.0,8,Gd O Y
Li4TiV3O10,4,1,36,0.0,36,Li O Ti V
NiHgO2,3,1,16,0.0,16,Hg Ni O
Fe2HgO4,3,1,14,0.0,14,Fe Hg O
LiMnCSO7,5,1,22,0.0,22,C Li Mn O S
Ca(CuO)2,3,1,10,0.0,10,Ca Cu O
SmYO2,3,1,4,0.0,4,O Sm Y
ZrBrO,3,1,6,0.0,6,Br O Zr
K3NiPCO7,5,1,26,0.0,26,C K Ni O P
BaMgGe,3,1,6,0.0,6,Ba Ge Mg
LiNiP,3,1,6,0.0,6,Li Ni P
CeTiO3,3,1,5,0.0,5,Ce O Ti
Ti2Ni3Te3O16,4,1,24,0.0,24,Ni O Te Ti
V4O3F5,3,1,12,0.0,12,F O V
TmTlO2,3,1,4,0.0,4,O Tl Tm
K3VPCO7,5,1,52,0.0,52,C K O P V
HoTlO2,3,1,4,0.0,4,Ho O Tl
Nb3N5,2,1,16,0.0,16,N Nb
Li4Fe3OF11,4,1,19,0.0,19,F Fe Li O
Li4Ti2Mn3Cu3O16,5,1,28,0.0,28,Cu Li Mn O Ti
LiFe6O7F5,4,1,19,0.0,19,F Fe Li O
NaCdO2,3,1,4,0.0,4,Cd Na O
Li4Ti3V3(SnO8)2,5,1,28,0.0,28,Li O Sn Ti V
LiMn2Si2O7,4,1,24,0.0,24,Li Mn O Si
Li17Cr2O12,3,1,31,0.0,31,Cr Li O
Li4MgCo3O8,4,1,16,0.0,16,Co Li Mg O
Li3NbV4O8,4,1,16,0.0,16,Li Nb O V
K2Be2O3,3,1,14,0.0,14,Be K O
Li4FeOF4,4,1,40,0.0,40,F Fe Li O
RbGaO2,3,1,8,0.0,8,Ga O Rb
LuTlO3,3,1,20,0.0,20,Lu O Tl
BaBePO4F,5,1,16,0.0,16,Ba Be F O P
VSiO3,3,1,20,0.0,20,O Si V
K2ErPCO7,5,1,24,0.0,24,C Er K O P
Li3VCr2O6,4,1,24,0.0,24,Cr Li O V
Li4TiMn5O12,4,1,22,0.0,22,Li Mn O Ti
Li6WO6,3,1,13,0.0,13,Li O W
Na4Ti3O8,3,1,15,0.0,15,Na O Ti
FeSeO4,3,1,24,0.0,24,Fe O Se
CrNi3(PO4)4,4,1,24,0.0,24,Cr Ni O P
MgCl2O,3,1,16,0.0,16,Cl Mg O
MnCSO7,4,1,20,0.0,20,C Mn O S
Fe7(Ni3O8)2,3,1,29,0.0,29,Fe Ni O
NiSnO3,3,1,20,0.0,20,Ni O Sn
HfMnO3,3,1,20,0.0,20,Hf Mn O
YScO2,3,1,4,0.0,4,O Sc Y
Er6Te2Ru,3,1,9,0.0,9,Er Ru Te
Lu(CuO2)2,3,1,14,0.0,14,Cu Lu O
BaTaO3,3,1,5,0.0,5,Ba O Ta
Li5V2Fe3O10,4,1,20,0.0,20,Fe Li O V
Mn3Cr2Sb3O16,4,1,24,0.0,24,Cr Mn O Sb
Ba4IrO6,3,1,22,0.0,22,Ba Ir O
Li4CrFe(WO6)2,5,1,20,0.0,20,Cr Fe Li O W
Li4Mn3Co2Sb3O16,5,1,28,0.0,28,Co Li Mn O Sb
Gd(AlGe)2,3,1,5,0.0,5,Al Gd Ge
Bi2BO5,3,1,16,0.0,16,B Bi O
Lu(BiO2)3,3,1,20,0.0,20,Bi Lu O
Na4WO4,3,1,9,0.0,9,Na O W
Li4V3FeO10,4,1,18,0.0,18,Fe Li O V
Li3Co4WO8,4,1,16,0.0,16,Co Li O W
Fe4OF8,3,1,26,0.0,26,F Fe O
Li3TiV4O8,4,1,16,0.0,16,Li O Ti V
Li3V5Cr2O12,4,1,22,0.0,22,Cr Li O V
Nb2Pb2O7,3,1,22,0.0,22,Nb O Pb
RbBrO4,3,1,12,0.0,12,Br O Rb
Li4Ti3MnO8,4,1,16,0.0,16,Li Mn O Ti
Li2Ti3BiO8,4,1,14,0.0,14,Bi Li O Ti
Li2MnNbO4,4,1,16,0.0,16,Li Mn Nb O
UCd3O6,3,1,20,0.0,20,Cd O U
LiScVO4,4,1,28,0.0,28,Li O Sc V
BaSr3I8,3,1,12,0.0,12,Ba I Sr
Li5Nb2V5O12,4,1,24,0.0,24,Li Nb O V
CaBe3O4,3,1,16,0.0,16,Be Ca O
Fe3(SnS4)2,3,1,13,0.0,13,Fe S Sn
Tb2Pt2O7,3,1,22,0.0,22,O Pt Tb
Li2Mn3(CoO4)3,4,1,20,0.0,20,Co Li Mn O
Sm2Ge5Ru3,3,1,20,0.0,20,Ge Ru Sm
Na2CdO3,3,1,12,0.0,12,Cd Na O
SmTlO3,3,1,20,0.0,20,O Sm Tl
Na2Cr7O14,3,1,23,0.0,23,Cr Na O
LiCoPHO5,5,1,18,0.0,18,Co H Li O P
CrPHO5,4,1,16,0.0,16,Cr H O P
Bi2SeO6,3,1,18,0.0,18,Bi O Se
MnV4CuO12,4,1,18,0.0,18,Cu Mn O V
Li3Ti6O13,3,1,22,0.0,22,Li O Ti
La3Ti4O12,3,1,19,0.0,19,La O Ti
Ni5O6,2,1,11,0.0,11,Ni O
MnNbO4,3,1,12,0.0,12,Mn Nb O
Li3Mn5O8,3,1,16,0.0,16,Li Mn O
Li4Ti3Sn5O16,4,1,28,0.0,28,Li O Sn Ti
ErTlO2,3,1,4,0.0,4,Er O Tl
CsScO2,3,1,8,0.0,8,Cs O Sc
Na4VO4,3,1,18,0.0,18,Na O V
SnBiO4,3,1,6,0.0,6,Bi O Sn
Na2IrO3,3,1,12,0.0,12,Ir Na O
Li7Y7ZrS16,4,1,31,0.0,31,Li S Y Zr
Rb2Ni2O3,3,1,28,0.0,28,Ni O Rb
V3Sb(PO4)4,4,1,24,0.0,24,O P Sb V
Li2RhO3,3,1,12,0.0,12,Li O Rh
Na3BiAsCO7,5,1,26,0.0,26,As Bi C Na O
TbSi2Rh3,3,1,6,0.0,6,Rh Si Tb
KHoO2,3,1,4,0.0,4,Ho K O
MnSb3(PO4)4,4,1,24,0.0,24,Mn O P Sb
U4O7,2,1,22,0.0,22,O U
LiSbCSO7,5,1,22,0.0,22,C Li O S Sb
Li4VCr(TeO6)2,5,1,20,0.0,20,Cr Li O Te V
Ho2Mn2O7,3,1,22,0.0,22,Ho Mn O
LiVCSO7,5,1,22,0.0,22,C Li O S V
Fe(SbO3)4,3,1,17,0.0,17,Fe O Sb
LuSiRu,3,1,12,0.0,12,Lu Ru Si
Li3Ni4SbO8,4,1,16,0.0,16,Li Ni O Sb
Cs2NpO3,3,1,12,0.0,12,Cs Np O
Li4Cr2Ni3Te3O16,5,1,28,0.0,28,Cr Li Ni O Te
CdCu2O3,3,1,12,0.0,12,Cd Cu O
MnP2WO8,4,1,24,0.0,24,Mn O P W
Er(BiO2)3,3,1,20,0.0,20,Bi Er O
LuTlO2,3,1,4,0.0,4,Lu O Tl
SbSeO5,3,1,28,0.0,28,O Sb Se
CsInO2,3,1,8,0.0,8,Cs In O
KYbO2,3,1,4,0.0,4,K O Yb
Li3Cr2(FeO4)2,4,1,15,0.0,15,Cr Fe Li O
Li4Ti3Mn2Sn3O16,5,1,28,0.0,28,Li Mn O Sn Ti
VCu(PO4)2,4,1,24,0.0,24,Cu O P V
In2Sn2O7,3,1,22,0.0,22,In O Sn
Li3Cr3SiO8,4,1,30,0.0,30,Cr Li O Si
Li5Nb2Co5O12,4,1,24,0.0,24,Co Li Nb O
KPrPCO7,5,1,22,0.0,22,C K O P Pr
Li3Fe4WO8,4,1,16,0.0,16,Fe Li O W
Na2Ni2O5,3,1,18,0.0,18,Na Ni O
Li5FeO3F2,4,1,11,0.0,11,F Fe Li O
Tm2Mn2O7,3,1,22,0.0,22,Mn O Tm
Ce3Y4O12,3,1,19,0.0,19,Ce O Y
Li3Cr2FeO6,4,1,12,0.0,12,Cr Fe Li O
Ga4SiO8,3,1,13,0.0,13,Ga O Si
ZrCrO3,3,1,20,0.0,20,Cr O Zr
Ce2Ti2O7,3,1,22,0.0,22,Ce O Ti
LiAl2FeO6,4,1,10,0.0,10,Al Fe Li O
Li3V4FeO8,4,1,16,0.0,16,Fe Li O V
Li5Cr2Fe5O12,4,1,24,0.0,24,Cr Fe Li O
Ti2Cu3Te3O16,4,1,24,0.0,24,Cu O Te Ti
Li3Mn2VO6,4,1,24,0.0,24,Li Mn O V
Cs2NiO2,3,1,5,0.0,5,Cs Ni O
K6Cr2O9,3,1,17,0.0,17,Cr K O
Tl2Pb2O7,3,1,22,0.0,22,O Pb Tl
YErO3,3,1,20,0.0,20,Er O Y
Li5Mn3(PO4)4,4,1,28,0.0,28,Li Mn O P
In2Pt2O7,3,1,22,0.0,22,In O Pt
Ba2IrO4,3,1,7,0.0,7,Ba Ir O
Li2Fe5O5F7,4,1,19,0.0,19,F Fe Li O
Li5Mn3Nb2O10,4,1,40,0.0,40,Li Mn Nb O
Ag2GeO4,3,1,14,0.0,14,Ag Ge O
Li3V4CrO8,4,1,16,0.0,16,Cr Li O V
La6WO12,3,1,19,0.0,19,La O W
CuSb(PO4)2,4,1,24,0.0,24,Cu O P Sb
Li4TiMn(WO6)2,5,1,40,0.0,40,Li Mn O Ti W
LiMn3(NiO4)2,4,1,14,0.0,14,Li Mn Ni O
TiMnV4O12,4,1,18,0.0,18,Mn O Ti V
Li3Ti2NiO6,4,1,12,0.0,12,Li Ni O Ti
Tl2Ge2O7,3,1,22,0.0,22,Ge O Tl
InCoO3,3,1,20,0.0,20,Co In O
Tl6S,2,1,7,0.0,7,S Tl
EuSeO3,3,1,10,0.0,10,Eu O Se
Li3Fe2CuO6,4,1,12,0.0,12,Cu Fe Li O
Li3Fe3(OF)4,4,1,14,0.0,14,F Fe Li O
DyTlO2,3,1,4,0.0,4,Dy O Tl
LiSbPHO5,5,1,18,0.0,18,H Li O P Sb
FeSb3(PO4)4,4,1,24,0.0,24,Fe O P Sb
VGeO3,3,1,20,0.0,20,Ge O V
Li3Fe(CuO3)2,4,1,12,0.0,12,Cu Fe Li O
Li4NbFe(WO6)2,5,1,40,0.0,40,Fe Li Nb O W
Y4Cu2O7,3,1,13,0.0,13,Cu O Y
Ti2Mn3Fe3O16,4,1,24,0.0,24,Fe Mn O Ti
Cs2BaO2,3,1,20,0.0,20,Ba Cs O
Li4Fe3Sn3(TeO8)2,5,1,28,0.0,28,Fe Li O Sn Te
Li3CrNi3O8,4,1,15,0.0,15,Cr Li Ni O
Li2V5CoO12,4,1,20,0.0,20,Co Li O V
Li3Ni4SnO8,4,1,16,0.0,16,Li Ni O Sn
Li4Nb2Cr3Fe3O16,5,1,28,0.0,28,Cr Fe Li Nb O
La2Tb2O7,3,1,22,0.0,22,La O Tb
CoPHO5,4,1,32,0.0,32,Co H O P
LiTeO3,3,1,20,0.0,20,Li O Te
Li4FeO4,3,1,36,0.0,36,Fe Li O
HoTiO3,3,1,20,0.0,20,Ho O Ti
MnTeO4,3,1,6,0.0,6,Mn O Te
AsAuO3,3,1,20,0.0,20,As Au O
Li5CuSO2,4,1,9,0.0,9,Cu Li O S
LiZrO2,3,1,8,0.0,8,Li O Zr
TmVO3,3,1,20,0.0,20,O Tm V
Cd4B6O13,3,1,23,0.0,23,B Cd O
LiCrP2HO7,5,1,24,0.0,24,Cr H Li O P
Li3V5O8,3,1,16,0.0,16,Li O V
Na6FeO4,3,1,44,0.0,44,Fe Na O
LiFeCuS2,4,1,5,0.0,5,Cu Fe Li S
Li3Y3ZrO8,4,1,15,0.0,15,Li O Y Zr
Sr4Sb2O,3,1,7,0.0,7,O Sb Sr
Li4Fe3TeO12,4,1,20,0.0,20,Fe Li O Te
Li3MnV4O8,4,1,16,0.0,16,Li Mn O V
Li5Nb2Cu3O10,4,1,20,0.0,20,Cu Li Nb O
LiCr3(FeO4)2,4,1,14,0.0,14,Cr Fe Li O
ZrSn2,2,1,6,0.0,6,Sn Zr
Li3Fe(OF)2,4,1,32,0.0,32,F Fe Li O
LiCuTeO4,4,1,28,0.0,28,Cu Li O Te
La2Pr2O7,3,1,22,0.0,22,La O Pr
Na3VBAsO7,5,1,26,0.0,26,As B Na O V
NdSeO,3,1,12,0.0,12,Nd O Se
Li2VGaO4,4,1,48,0.0,48,Ga Li O V
Lu2Pb2O7,3,1,22,0.0,22,Lu O Pb
Fe2O2F3,3,1,14,0.0,14,F Fe O
NaPdO2,3,1,4,0.0,4,Na O Pd
BiSbO3,3,1,10,0.0,10,Bi O Sb
Li3FeP2HO8,5,1,15,0.0,15,Fe H Li O P
La3Ti3CrO12,4,1,76,0.0,76,Cr La O Ti
CaEuO2,3,1,4,0.0,4,Ca Eu O
KVPCO7,5,1,44,0.0,44,C K O P V
Li5Mn2Cu3O10,4,1,40,0.0,40,Cu Li Mn O
Ca6HfO8,3,1,15,0.0,15,Ca Hf O
V2P4H3O16,4,1,25,0.0,25,H O P V
Li2TiVO5,4,1,36,0.0,36,Li O Ti V
LiCo2O2F3,4,1,16,0.0,16,Co F Li O
LiLa3Ti3CrO12,5,1,20,0.0,20,Cr La Li O Ti
Mn4CoO8,3,1,13,0.0,13,Co Mn O
LiZn(FeO2)4,4,1,14,0.0,14,Fe Li O Zn
Bi2(BO3)3,3,1,28,0.0,28,B Bi O
Li2MnCo(PO4)2,5,1,28,0.0,28,Co Li Mn O P
Hg2Pt2O7,3,1,22,0.0,22,Hg O Pt
Li2NbVO4,4,1,16,0.0,16,Li Nb O V
LuCrO3,3,1,20,0.0,20,Cr Lu O
Li2Fe2OF6,4,1,22,0.0,22,F Fe Li O
CdBiO3,3,1,10,0.0,10,Bi Cd O
Li5Cu3(TeO5)2,4,1,20,0.0,20,Cu Li O Te
Li4Ni3SnO8,4,1,16,0.0,16,Li Ni O Sn
Li3MnOF3,4,1,16,0.0,16,F Li Mn O
LiMnAlO3,4,1,24,0.0,24,Al Li Mn O
TmTiO3,3,1,20,0.0,20,O Ti Tm
SbPHO5,4,1,16,0.0,16,H O P Sb
Li4Co4(OF3)3,4,1,20,0.0,20,Co F Li O
K2TiPCO7,5,1,24,0.0,24,C K O P Ti
YTlO2,3,1,4,0.0,4,O Tl Y
Li6Fe(O2F)2,4,1,26,0.0,26,F Fe Li O
Na6BeO4,3,1,22,0.0,22,Be Na O
FeNi3(PO4)4,4,1,24,0.0,24,Fe Ni O P
Mn5CoO12,3,1,18,0.0,18,Co Mn O
Ba6ZrO8,3,1,15,0.0,15,Ba O Zr
Li2Mg2MnFe(PO4)4,6,1,52,0.0,52,Fe Li Mg Mn O P
Li3Mn4CoO8,4,1,16,0.0,16,Co Li Mn O
VGaO3,3,1,20,0.0,20,Ga O V
CrPtO2,3,1,4,0.0,4,Cr O Pt
Li4CoO3,3,1,16,0.0,16,Co Li O
ZnReO4,3,1,6,0.0,6,O Re Zn
KPWCO7,5,1,22,0.0,22,C K O P W
V3CrO10,3,1,28,0.0,28,Cr O V
TbCO3,3,1,20,0.0,20,C O Tb
Ba6HfO8,3,1,15,0.0,15,Ba Hf O
LiTiO4F3,4,1,18,0.0,18,F Li O Ti
CoBiO4,3,1,12,0.0,12,Bi Co O
Li8WO6,3,1,15,0.0,15,Li O W
MnCo5O12,3,1,18,0.0,18,Co Mn O
Li5Cr2Cu3O10,4,1,40,0.0,40,Cr Cu Li O
Ca2PrO4,3,1,14,0.0,14,Ca O Pr
K5Se3,2,1,16,0.0,16,K Se
Ho2Pt2O7,3,1,22,0.0,22,Ho O Pt
LiCuCO3F,5,1,14,0.0,14,C Cu F Li O
Li4TiFe5O12,4,1,22,0.0,22,Fe Li O Ti
CaPt3O4,3,1,16,0.0,16,Ca O Pt
K2Eu2O3,3,1,14,0.0,14,Eu K O
CsGdO2,3,1,8,0.0,8,Cs Gd O
Li2(TaS2)3,3,1,22,0.0,22,Li S Ta
Ba4Bi3O11,3,1,18,0.0,18,Ba Bi O
Li4Ni5SnO12,4,1,22,0.0,22,Li Ni O Sn
Rb2Fe2O3,3,1,28,0.0,28,Fe O Rb
Ca(LaI4)2,3,1,22,0.0,22,Ca I La
Li4NbCr(WO6)2,5,1,40,0.0,40,Cr Li Nb O W
Te2P4H3O16,4,1,25,0.0,25,H O P Te
Mn5NiO12,3,1,18,0.0,18,Mn Ni O
SmYO3,3,1,20,0.0,20,O Sm Y
Li4MnSb(WO6)2,5,1,40,0.0,40,Li Mn O Sb W
Li2BiO2,3,1,5,0.0,5,Bi Li O
Li4CrCu3O8,4,1,16,0.0,16,Cr Cu Li O
K3LiTi7O16,4,1,27,0.0,27,K Li O Ti
Tb2SbO2,3,1,5,0.0,5,O Sb Tb
SrEuO2,3,1,4,0.0,4,Eu O Sr
SmHoO3,3,1,20,0.0,20,Ho O Sm
Er2Pb2O7,3,1,22,0.0,22,Er O Pb
Li3V2NiO6,4,1,12,0.0,12,Li Ni O V
Li4MnV2WO12,5,1,40,0.0,40,Li Mn O V W
Li2MnSiO5,4,1,18,0.0,18,Li Mn O Si
Li3Ti(FeO2)4,4,1,16,0.0,16,Fe Li O Ti
Li5Nb2Ni3O10,4,1,20,0.0,20,Li Nb Ni O
Li3VP2HO8,5,1,60,0.0,60,H Li O P V
TbHoO3,3,1,20,0.0,20,Ho O Tb
Li3Nb(CuO2)4,4,1,16,0.0,16,Cu Li Nb O
Y2TeO2,3,1,5,0.0,5,O Te Y
CuBi(PO4)2,4,1,24,0.0,24,Bi Cu O P
Li3Ti3CrO8,4,1,15,0.0,15,Cr Li O Ti
Li3V5O14,3,1,22,0.0,22,Li O V
Ce2S2O,3,1,20,0.0,20,Ce O S
V4CrCoO12,4,1,18,0.0,18,Co Cr O V
Li3Nb2CrO6,4,1,48,0.0,48,Cr Li Nb O
Li5Fe3(NiO5)2,4,1,20,0.0,20,Fe Li Ni O
LiTi8O13,3,1,22,0.0,22,Li O Ti
K2MgO2,3,1,20,0.0,20,K Mg O
Lu6TeO12,3,1,19,0.0,19,Lu O Te
EuZr4O9,3,1,14,0.0,14,Eu O Zr
Li5Fe2Ni3O10,4,1,20,0.0,20,Fe Li Ni O
BrClO,3,1,18,0.0,18,Br Cl O
AgSnO3,3,1,10,0.0,10,Ag O Sn
Co5BiO12,3,1,18,0.0,18,Bi Co O
Nb2SbO6,3,1,18,0.0,18,Nb O Sb
NiTe(PO4)2,4,1,48,0.0,48,Ni O P Te
Ta2Mn2O7,3,1,22,0.0,22,Mn O Ta
Hg(BiO3)2,3,1,18,0.0,18,Bi Hg O
Li4Cr3Sn3(SbO8)2,5,1,28,0.0,28,Cr Li O Sb Sn
Dy2Mn2O7,3,1,22,0.0,22,Dy Mn O
Li2LuPCO7,5,1,24,0.0,24,C Li Lu O P
MnAl2O4,3,1,14,0.0,14,Al Mn O
Mn3Co2Te3O16,4,1,24,0.0,24,Co Mn O Te
Mn2Co3Te3O16,4,1,24,0.0,24,Co Mn O Te
CsLiH4SO5,5,1,12,0.0,12,Cs H Li O S
Ba3Zr2O7,3,1,12,0.0,12,Ba O Zr
Li2Mn2CuO6,4,1,22,0.0,22,Cu Li Mn O
Li4FeSb(TeO6)2,5,1,20,0.0,20,Fe Li O Sb Te
Li4Nb3TeO12,4,1,20,0.0,20,Li Nb O Te
Ti3NO4,3,1,16,0.0,16,N O Ti
LiAlCoO3,4,1,24,0.0,24,Al Co Li O
Li5V5(CoO6)2,4,1,24,0.0,24,Co Li O V
NaNiBO3,4,1,24,0.0,24,B Na Ni O
Li3(CrS2)4,3,1,15,0.0,15,Cr Li S
Ca4I6O,3,1,22,0.0,22,Ca I O
VSO4,3,1,24,0.0,24,O S V
VCu3(PO4)4,4,1,24,0.0,24,Cu O P V
VSb(PO4)2,4,1,24,0.0,24,O P Sb V
Li3MnSiBO7,5,1,52,0.0,52,B Li Mn O Si
Li2MnV4FeO12,5,1,20,0.0,20,Fe Li Mn O V
LiV2FeO6,4,1,20,0.0,20,Fe Li O V
Eu3ReO8,3,1,24,0.0,24,Eu O Re
V4CoNiO12,4,1,18,0.0,18,Co Ni O V
