species,stoichiometry,raw_entries,proxy_structure_families,natoms_min,natoms_median,natoms_max
P-Ru,0.375;0.625,2,2,8,12.0,16
Mo-Tc,0.625;0.375,2,2,8,12.0,16
Er-Pt,0.5;0.5,2,2,8,8.0,8
Co-Sn,0.6;0.4,2,2,5,12.5,20
Ni-Re,0.571429;0.428571,2,2,7,7.0,7
As-Ge,0.625;0.375,2,2,8,12.0,16
Ca-Sr,0.833333;0.166667,2,2,6,6.0,6
Ho-Pt,0.555556;0.444444,2,2,36,36.0,36
Re-Ru,0.571429;0.428571,2,2,7,7.0,7
Ba-Si,0.375;0.625,2,2,8,12.0,16
In-Re,0.555556;0.444444,2,2,9,13.5,18
Cd-Mg,0.555556;0.444444,2,2,9,13.5,18
Ga-Mo,0.444444;0.555556,2,2,9,13.5,18
Ag-Li,0.4;0.6,2,2,5,7.5,10
Hf-Y,0.375;0.625,2,2,16,16.0,16
Bi-Te,0.625;0.375,2,2,8,12.0,16
Pt-Ti,0.428571;0.571429,2,2,7,7.0,7
Ga-Mg,0.555556;0.444444,2,2,9,13.5,18
Mo-Zn,0.555556;0.444444,2,2,9,13.5,18
Ga-Ti,0.4;0.6,2,2,5,5.0,5
Ir-Sn,0.416667;0.583333,2,2,12,12.0,12
Ba-Ge,0.538462;0.461538,2,2,13,32.5,52
P-Tl,0.4;0.6,2,2,5,7.5,10
La-Nb,0.428571;0.571429,2,2,7,7.0,7
Cl-Hg,0.4;0.6,2,2,5,7.5,10
Cl-Sc,0.615385;0.384615,2,2,13,13.0,13
Bi-Fe,0.625;0.375,2,2,8,12.0,16
As-U,0.666667;0.333333,2,2,6,9.0,12
Nb-Sb,0.428571;0.571429,2,2,7,7.0,7
As-Ba,0.823529;0.176471,2,2,34,34.0,34
Co-Pd,0.571429;0.428571,2,2,7,7.0,7
Ni-O,0.2;0.8,2,2,5,7.5,10
Os-V,0.555556;0.444444,2,2,9,13.5,18
Ir-Nb,0.444444;0.555556,2,2,9,13.5,18
Nb-V,0.555556;0.444444,2,2,9,13.5,18
Al-La,0.6;0.4,2,2,5,7.5,10
As-Pt,0.4;0.6,2,2,5,5.0,5
Cr-Ga,0.428571;0.571429,2,2,7,14.0,21
Na-Si,0.2;0.8,2,2,5,5.0,5
Be-Pd,0.923077;0.0769231,2,2,13,13.0,13
F-Xe,0.8;0.2,2,2,10,10.0,10
Pd-V,0.375;0.625,2,2,8,12.0,16
Hg-Ru,0.4;0.6,2,2,5,5.0,5
B-Ru,0.375;0.625,2,2,8,12.0,16
Cr-O,0.571429;0.428571,2,2,14,14.0,14
Er-Ru,0.6;0.4,2,2,10,15.0,20
Se-Ti,0.181818;0.818182,2,2,22,22.0,22
Ca-Mo,0.625;0.375,2,2,8,12.0,16
Tc-W,0.571429;0.428571,2,2,7,7.0,7
Al-Br,0.625;0.375,2,2,8,12.0,16
Pd-Re,0.571429;0.428571,2,2,7,7.0,7
Pt-Ta,0.444444;0.555556,2,2,9,13.5,18
As-Ti,0.444444;0.555556,2,2,9,13.5,18
C-K,0.555556;0.444444,2,2,9,13.5,18
Cl-V,0.625;0.375,2,2,8,12.0,16
Ir-Sb,0.4;0.6,2,2,5,5.0,5
Li-Pd,0.789474;0.210526,2,2,38,38.0,38
Ag-Zn,0.444444;0.555556,2,2,9,13.5,18
Ru-Te,0.571429;0.428571,2,2,7,7.0,7
Au-Co,0.4;0.6,2,2,5,7.5,10
Cd-Lu,0.5;0.5,2,2,2,2.0,2
Ge-Y,0.8;0.2,2,2,5,12.5,20
As-Au,0.625;0.375,2,2,8,12.0,16
B-W,0.4;0.6,2,2,5,7.5,10
O-S,0.75;0.25,2,2,16,32.0,48
Tc-Te,0.375;0.625,2,2,8,12.0,16
Hf-Si,0.571429;0.428571,2,2,7,7.0,7
As-In,0.6;0.4,2,2,5,7.5,10
Au-N,0.333333;0.666667,2,2,6,9.0,12
Bi-Cd,0.625;0.375,2,2,8,12.0,16
As-Bi,0.375;0.625,2,2,8,12.0,16
Ta-W,0.444444;0.555556,2,2,9,13.5,18
Al-Re,0.555556;0.444444,2,2,9,13.5,18
Nb-P,0.444444;0.555556,2,2,9,13.5,18
Mg-P,0.444444;0.555556,2,2,9,13.5,18
As-Li,0.6;0.4,2,2,5,5.0,5
Cd-Tc,0.625;0.375,2,2,16,16.0,16
C-Sc,0.888889;0.111111,2,2,9,9.0,9
Ni-Pb,0.4;0.6,2,2,5,5.0,5
Au-Ta,0.571429;0.428571,2,2,7,7.0,7
Bi-Pb,0.4;0.6,2,2,5,7.5,10
Si-Ta,0.571429;0.428571,2,2,7,7.0,7
In-Pt,0.571429;0.428571,2,2,7,7.0,7
Au-Hg,0.2;0.8,2,2,5,5.0,5
Bi-Sn,0.571429;0.428571,2,2,7,7.0,7
Au-Ni,0.2;0.8,2,2,5,5.0,5
Au-Sc,0.571429;0.428571,2,2,7,7.0,7
Hg-Y,0.428571;0.571429,2,2,7,7.0,7
La-Mn,0.2;0.8,2,2,5,5.0,5
Ge-Pr,0.666667;0.333333,2,2,6,6.0,6
Si-Y,0.4;0.6,2,2,5,5.0,5
Mn-P,0.444444;0.555556,2,2,9,13.5,18
B-Pt,0.4;0.6,2,2,5,7.5,10
As-Ga,0.6;0.4,2,2,5,7.5,10
P-Te,0.833333;0.166667,2,2,6,6.0,6
Ba-Ru,0.625;0.375,2,2,8,12.0,16
Ni-Te,0.625;0.375,2,2,8,12.0,16
Au-Hf,0.555556;0.444444,2,2,9,13.5,18
Be-Sn,0.8;0.2,2,2,5,5.0,5
Cr-P,0.4;0.6,2,2,5,5.0,5
Re-Sc,0.444444;0.555556,2,2,9,13.5,18
Co-Se,0.2;0.8,2,2,5,12.5,20
Li-Sb,0.625;0.375,2,2,16,16.0,16
Ba-Ga,0.375;0.625,2,2,8,12.0,16
Hf-P,0.636364;0.363636,2,2,22,22.0,22
Cd-Se,0.625;0.375,2,2,8,12.0,16
Cr-Sn,0.4;0.6,2,2,5,7.5,10
Os-Rh,0.428571;0.571429,2,2,7,7.0,7
Mo-Nb,0.428571;0.571429,2,2,7,7.0,7
Lu-Pb,0.333333;0.666667,2,2,3,3.0,3
Hg-Pb,0.555556;0.444444,2,2,9,13.5,18
Ca-K,0.8;0.2,2,2,5,12.5,20
Mg-Zn,0.111111;0.888889,2,2,9,9.0,9
Al-Nb,0.625;0.375,2,2,16,16.0,16
Cr-Mo,0.571429;0.428571,2,2,7,7.0,7
Bi-Ir,0.375;0.625,2,2,8,12.0,16
K-Li,0.6;0.4,2,2,5,5.0,5
Bi-In,0.571429;0.428571,2,2,7,7.0,7
Pt-Yb,0.666667;0.333333,2,2,6,6.0,6
Ga-Hg,0.428571;0.571429,2,2,7,7.0,7
Ti-W,0.444444;0.555556,2,2,9,13.5,18
Cu-Zr,0.444444;0.555556,2,2,9,13.5,18
Fe-V,0.625;0.375,2,2,8,12.0,16
P-Tc,0.2;0.8,2,2,5,12.5,20
Al-Cu,0.571429;0.428571,2,2,7,7.0,7
Mg-Mo,0.2;0.8,2,2,5,5.0,5
Ho-S,0.333333;0.666667,2,2,6,6.0,6
Hg-Ru,0.375;0.625,2,2,8,12.0,16
Br-Rh,0.8;0.2,2,2,5,12.5,20
Be-Co,0.444444;0.555556,2,2,9,13.5,18
Ho-Sb,0.333333;0.666667,2,2,3,3.0,3
Bi-La,0.4;0.6,2,2,5,5.0,5
Nb-O,0.571429;0.428571,2,2,14,14.0,14
Ir-Tl,0.571429;0.428571,2,2,7,7.0,7
Hf-In,0.444444;0.555556,2,2,9,13.5,18
B-Si,0.555556;0.444444,2,2,9,13.5,18
Au-Tb,0.5;0.5,2,2,2,3.0,4
Li-Nb,0.4;0.6,2,2,5,7.5,10
Er-Ni,0.75;0.25,2,2,16,16.0,16
In-La,0.2;0.8,2,2,5,5.0,5
K-Pt,0.555556;0.444444,2,2,9,13.5,18
B-Ca,0.8;0.2,2,2,5,12.5,20
Al-Mn,0.826087;0.173913,2,2,138,138.0,138
Hf-Mo,0.428571;0.571429,2,2,7,7.0,7
Nd-Pb,0.25;0.75,2,2,4,4.0,4
Rh-Sn,0.444444;0.555556,2,2,9,13.5,18
Cd-Sn,0.571429;0.428571,2,2,7,7.0,7
Co-Pb,0.6;0.4,2,2,5,7.5,10
Cd-Y,0.571429;0.428571,2,2,7,7.0,7
Se-Zr,0.571429;0.428571,2,2,7,7.0,7
Pd-Zn,0.444444;0.555556,2,2,9,13.5,18
Hf-Mo,0.444444;0.555556,2,2,9,13.5,18
Hg-Ta,0.625;0.375,2,2,8,12.0,16
Be-Yb,0.928571;0.0714286,2,2,28,28.0,28
Cd-Pd,0.555556;0.444444,2,2,9,13.5,18
Hg-Mo,0.444444;0.555556,2,2,9,13.5,18
Br-Pt,0.2;0.8,2,2,5,5.0,5
Ti-Tl,0.444444;0.555556,2,2,9,13.5,18
Mo-Ta,0.555556;0.444444,2,2,9,13.5,18
Ge-Sb,0.555556;0.444444,2,2,9,13.5,18
As-Zr,0.428571;0.571429,2,2,7,7.0,7
Ag-Mo,0.2;0.8,2,2,5,5.0,5
Hg-Th,0.666667;0.333333,2,2,6,6.0,6
Au-Rb,0.833333;0.166667,2,2,6,6.0,6
Mg-Rh,0.862745;0.137255,2,2,102,102.0,102
Au-C,0.444444;0.555556,2,2,9,13.5,18
Hf-Zr,0.428571;0.571429,2,2,7,7.0,7
P-Si,0.375;0.625,2,2,16,16.0,16
Ag-Re,0.2;0.8,2,2,5,5.0,5
Cr-Sc,0.6;0.4,2,2,5,5.0,5
Cd-La,0.444444;0.555556,2,2,9,13.5,18
Nb-Se,0.444444;0.555556,2,2,9,13.5,18
I-Pd,0.666667;0.333333,2,2,6,9.0,12
Ge-Mg,0.413793;0.586207,2,1,29,29.0,29
Ta-Ti,0.375;0.625,2,2,16,16.0,16
Hf-Sb,0.555556;0.444444,2,2,9,13.5,18
Cr-Ni,0.444444;0.555556,2,2,9,13.5,18
N-Ni,0.6;0.4,2,2,5,7.5,10
Er-Ru,0.75;0.25,2,2,16,16.0,16
Be-Sn,0.625;0.375,2,2,8,12.0,16
Ru-Ti,0.571429;0.428571,2,2,7,7.0,7
Nb-S,0.25;0.75,2,2,16,20.0,24
Co-K,0.4;0.6,2,2,5,5.0,5
Ag-O,0.428571;0.571429,2,2,14,14.0,14
Cr-Sc,0.375;0.625,2,2,8,12.0,16
V-Zr,0.428571;0.571429,2,2,7,7.0,7
Pd-Sr,0.888889;0.111111,2,2,9,9.0,9
C-Rb,0.888889;0.111111,2,2,9,13.5,18
Fe-V,0.571429;0.428571,2,2,7,7.0,7
Fe-Sb,0.571429;0.428571,2,2,7,7.0,7
Sn-W,0.625;0.375,2,2,8,12.0,16
Ni-Zr,0.625;0.375,2,2,8,12.0,16
Sn-Tb,0.375;0.625,2,2,16,16.0,16
Mg-Tc,0.428571;0.571429,2,2,7,7.0,7
Mo-Tc,0.8;0.2,2,2,5,12.5,20
Al-Cu,0.444444;0.555556,2,2,9,13.5,18
Mg-P,0.375;0.625,2,2,16,16.0,16
Na-Ti,0.2;0.8,2,2,5,12.5,20
Ba-Bi,0.8;0.2,2,2,5,12.5,20
Mg-Se,0.555556;0.444444,2,2,9,13.5,18
Cd-Mn,0.2;0.8,2,2,5,5.0,5
Ca-Co,0.2;0.8,2,2,5,5.0,5
Cr-Sc,0.571429;0.428571,2,2,7,7.0,7
Y-Zn,0.7;0.3,2,2,10,10.0,10
Co-Cu,0.8;0.2,2,2,5,5.0,5
Fe-O,0.571429;0.428571,2,2,14,14.0,14
Ba-In,0.375;0.625,2,2,8,12.0,16
Te-Tl,0.2;0.8,2,2,5,5.0,5
La-Sc,0.555556;0.444444,2,2,9,13.5,18
Be-Re,0.555556;0.444444,2,2,9,13.5,18
Al-Te,0.285714;0.714286,2,2,7,7.0,7
Nb-Si,0.444444;0.555556,2,2,9,13.5,18
Li-Rh,0.555556;0.444444,2,2,9,13.5,18
Li-Sn,0.285714;0.714286,2,2,14,14.0,14
O-Ru,0.8;0.2,2,2,10,25.0,40
Be-Mg,0.571429;0.428571,2,2,7,7.0,7
Bi-Cs,0.25;0.75,2,2,4,10.0,16
In-Sn,0.4;0.6,2,2,5,7.5,10
Be-Zr,0.555556;0.444444,2,2,9,13.5,18
Al-Au,0.555556;0.444444,2,2,9,13.5,18
Mo-Pt,0.555556;0.444444,2,2,9,13.5,18
Sc-Sr,0.2;0.8,2,2,5,5.0,5
Ca-Os,0.625;0.375,2,2,8,12.0,16
Cd-Mn,0.8;0.2,2,2,5,5.0,5
Cu-Hf,0.555556;0.444444,2,2,9,13.5,18
Ga-Mn,0.555556;0.444444,2,2,9,13.5,18
C-Hf,0.555556;0.444444,2,2,9,13.5,18
Ru-Tc,0.571429;0.428571,2,2,7,7.0,7
Br-Na,0.625;0.375,2,2,8,12.0,16
Cr-H,0.5;0.5,2,2,2,3.0,4
Os-Zr,0.444444;0.555556,2,2,9,13.5,18
Cd-Hg,0.428571;0.571429,2,2,7,7.0,7
Ba-C,0.555556;0.444444,2,2,9,13.5,18
In-La,0.6;0.4,2,2,5,5.0,5
Pb-Pu,0.25;0.75,2,2,4,4.0,4
Ba-Ir,0.6;0.4,2,2,5,5.0,5
In-Li,0.2;0.8,2,2,5,5.0,5
Ir-Si,0.6;0.4,2,2,5,5.0,5
Ca-Sc,0.375;0.625,2,2,8,12.0,16
In-V,0.555556;0.444444,2,2,9,13.5,18
Au-Ir,0.2;0.8,2,2,5,5.0,5
Al-Ir,0.555556;0.444444,2,2,9,13.5,18
Fe-In,0.625;0.375,2,2,8,12.0,16
Pb-Tc,0.555556;0.444444,2,2,9,13.5,18
Sn-Ta,0.444444;0.555556,2,2,9,13.5,18
In-Nb,0.625;0.375,2,2,8,12.0,16
Cr-Os,0.428571;0.571429,2,2,7,7.0,7
Nd-Pt,0.333333;0.666667,2,2,6,6.0,6
Cl-Sc,0.588235;0.411765,2,2,17,17.0,17
Eu-Zn,0.166667;0.833333,2,2,6,6.0,6
Au-Yb,0.8;0.2,2,2,5,5.0,5
Mn-Pd,0.555556;0.444444,2,2,9,13.5,18
Ba-C,0.444444;0.555556,2,2,9,13.5,18
As-Ni,0.375;0.625,2,2,8,12.0,16
Be-Ca,0.555556;0.444444,2,2,9,13.5,18
Cu-Zr,0.428571;0.571429,2,2,7,7.0,7
Ag-Re,0.625;0.375,2,2,16,16.0,16
Cu-O,0.2;0.8,2,2,5,7.5,10
Au-Co,0.6;0.4,2,2,5,7.5,10
Ge-Zn,0.625;0.375,2,2,16,16.0,16
Dy-Zn,0.333333;0.666667,2,2,6,6.0,6
K-Tc,0.8;0.2,2,2,5,5.0,5
As-In,0.555556;0.444444,2,2,9,13.5,18
Pt-Ta,0.428571;0.571429,2,2,7,7.0,7
Au-Sb,0.428571;0.571429,2,2,7,7.0,7
Nb-W,0.875;0.125,2,2,8,12.0,16
Ag-Ba,0.8;0.2,2,2,5,12.5,20
Ge-Hg,0.555556;0.444444,2,2,9,13.5,18
Lu-Pb,0.25;0.75,2,2,4,4.0,4
C-W,0.444444;0.555556,2,2,9,13.5,18
Al-Cu,0.555556;0.444444,2,2,9,13.5,18
Be-Pd,0.428571;0.571429,2,2,7,7.0,7
Au-Li,0.2;0.8,2,2,5,12.5,20
Be-Ir,0.2;0.8,2,2,5,12.5,20
Fe-W,0.555556;0.444444,2,2,9,13.5,18
Pt-Zn,0.444444;0.555556,2,2,9,13.5,18
Ge-La,0.6;0.4,2,2,5,7.5,10
Au-Ni,0.625;0.375,2,2,16,16.0,16
Ca-Ge,0.538462;0.461538,2,2,52,52.0,52
Al-Fe,0.428571;0.571429,2,2,7,7.0,7
Fe-Tc,0.555556;0.444444,2,2,9,13.5,18
Cd-Zn,0.2;0.8,2,2,5,5.0,5
Mg-Tl,0.428571;0.571429,2,2,7,7.0,7
Ir-Rh,0.444444;0.555556,2,2,9,13.5,18
Mn-Rh,0.555556;0.444444,2,2,9,13.5,18
Be-Cr,0.8;0.2,2,2,5,12.5,20
Be-Cd,0.571429;0.428571,2,2,7,7.0,7
In-Pd,0.625;0.375,2,2,16,16.0,16
Be-Sb,0.928571;0.0714286,2,2,28,28.0,28
Ba-Hg,0.625;0.375,2,2,8,12.0,16
Sc-Tc,0.444444;0.555556,2,2,9,13.5,18
Os-Pb,0.6;0.4,2,2,5,7.5,10
As-Mg,0.555556;0.444444,2,2,9,13.5,18
Al-Mn,0.444444;0.555556,2,2,9,13.5,18
Hf-K,0.625;0.375,2,2,8,12.0,16
Mg-Zr,0.555556;0.444444,2,2,9,13.5,18
Cl-Nb,0.727273;0.272727,2,2,22,22.0,22
Sb-Tl,0.444444;0.555556,2,2,9,13.5,18
Ag-As,0.375;0.625,2,2,8,12.0,16
Br-Cd,0.428571;0.571429,2,2,7,7.0,7
Be-Cl,0.444444;0.555556,2,2,9,13.5,18
Pd-V,0.428571;0.571429,2,2,7,7.0,7
W-Y,0.428571;0.571429,2,2,7,7.0,7
O-Rh,0.666667;0.333333,2,2,6,6.0,6
Cd-Pt,0.444444;0.555556,2,2,9,13.5,18
Li-Rh,0.833333;0.166667,2,2,6,6.0,6
Pb-Ta,0.625;0.375,2,2,8,12.0,16
Sb-Y,0.625;0.375,2,2,8,12.0,16
Ge-O,0.7;0.3,2,2,10,10.0,10
Fe-Mg,0.555556;0.444444,2,2,9,13.5,18
Rh-Te,0.428571;0.571429,2,2,7,7.0,7
Ir-Pu,0.666667;0.333333,2,2,6,6.0,6
As-C,0.444444;0.555556,2,2,9,13.5,18
Mn-Mo,0.428571;0.571429,2,2,7,7.0,7
Be-Cr,0.625;0.375,2,2,16,16.0,16
Fe-P,0.571429;0.428571,2,2,7,7.0,7
Cd-Hg,0.444444;0.555556,2,2,9,13.5,18
Al-Fe,0.555556;0.444444,2,2,9,13.5,18
B-Hf,0.172414;0.827586,2,1,29,29.0,29
C-Hf,0.857143;0.142857,2,2,14,14.0,14
Nb-Os,0.428571;0.571429,2,2,7,7.0,7
As-Co,0.4;0.6,2,2,5,7.5,10
Lu-Si,0.625;0.375,2,2,16,16.0,16
Cd-Fe,0.625;0.375,2,2,16,16.0,16
Hf-O,0.571429;0.428571,2,2,14,14.0,14
Au-S,0.666667;0.333333,2,2,6,6.0,6
As-Ni,0.4;0.6,2,2,5,7.5,10
Pt-Zn,0.555556;0.444444,2,2,9,13.5,18
Dy-Sn,0.52381;0.47619,2,2,42,42.0,42
Bi-Te,0.555556;0.444444,2,2,9,13.5,18
Sc-V,0.625;0.375,2,2,8,12.0,16
In-Rh,0.8;0.2,2,2,5,5.0,5
Cd-P,0.8;0.2,2,2,5,5.0,5
Ag-Hf,0.555556;0.444444,2,2,9,13.5,18
Hf-Ti,0.444444;0.555556,2,2,9,13.5,18
Ge-W,0.625;0.375,2,2,8,12.0,16
Ni-Tl,0.4;0.6,2,2,5,7.5,10
Cr-Pb,0.571429;0.428571,2,2,7,7.0,7
In-Rh,0.444444;0.555556,2,2,9,13.5,18
Mo-Ni,0.444444;0.555556,2,2,9,13.5,18
B-Mg,0.555556;0.444444,2,2,9,13.5,18
Cu-Ta,0.444444;0.555556,2,2,9,13.5,18
Be-Zn,0.571429;0.428571,2,2,7,7.0,7
Ag-Be,0.444444;0.555556,2,2,9,13.5,18
F-Mn,0.75;0.25,2,2,24,24.0,24
Rh-Te,0.2;0.8,2,2,5,5.0,5
Os-Pu,0.666667;0.333333,2,2,6,9.0,12
Si-Yb,0.5;0.5,2,2,4,4.0,4
Cl-Zr,0.4;0.6,2,2,5,5.0,5
Mn-Ni,0.444444;0.555556,2,2,9,13.5,18
Pb-Ru,0.428571;0.571429,2,2,7,7.0,7
Eu-Ge,0.5;0.5,2,2,4,4.0,4
Hg-Os,0.6;0.4,2,2,5,5.0,5
Re-Se,0.444444;0.555556,2,2,9,13.5,18
Sn-Tb,0.7;0.3,2,2,10,10.0,10
Al-As,0.571429;0.428571,2,2,7,7.0,7
As-Cl,0.444444;0.555556,2,2,9,13.5,18
Bi-Ge,0.166667;0.833333,2,2,6,6.0,6
Ga-Ta,0.625;0.375,2,2,8,12.0,16
Hf-Os,0.571429;0.428571,2,2,7,7.0,7
Pt-Ti,0.555556;0.444444,2,2,9,13.5,18
O-Zr,0.8;0.2,2,2,5,7.5,10
Re-Zn,0.625;0.375,2,2,16,16.0,16
Be-Tl,0.428571;0.571429,2,2,7,7.0,7
Ca-Cr,0.166667;0.833333,2,2,6,6.0,6
Fe-Hg,0.444444;0.555556,2,2,9,13.5,18
Y-Zr,0.444444;0.555556,2,2,9,13.5,18
C-Tb,0.6;0.4,2,2,20,20.0,20
Ag-Cr,0.8;0.2,2,2,5,5.0,5
P-Zn,0.625;0.375,2,2,8,12.0,16
Ga-La,0.4;0.6,2,2,5,7.5,10
Er-Rh,0.166667;0.833333,2,2,6,6.0,6
Hf-Ta,0.2;0.8,2,2,5,5.0,5
Be-La,0.625;0.375,2,2,8,12.0,16
Ca-Li,0.4;0.6,2,2,5,5.0,5
Cd-Ge,0.4;0.6,2,2,5,7.5,10
Fe-N,0.375;0.625,2,2,16,16.0,16
Ga-Pb,0.444444;0.555556,2,2,9,13.5,18
Ge-K,0.444444;0.555556,2,2,9,13.5,18
Ir-Ta,0.428571;0.571429,2,2,7,7.0,7
La-Os,0.428571;0.571429,2,2,7,7.0,7
Nb-Sn,0.571429;0.428571,2,2,7,7.0,7
Al-Bi,0.375;0.625,2,2,8,12.0,16
Ir-Re,0.571429;0.428571,2,2,7,7.0,7
Pb-Pd,0.625;0.375,2,2,16,16.0,16
As-Cu,0.555556;0.444444,2,2,9,13.5,18
In-V,0.375;0.625,2,2,8,12.0,16
Re-Sb,0.428571;0.571429,2,2,7,7.0,7
Ni-Ru,0.8;0.2,2,2,5,5.0,5
Co-Pb,0.555556;0.444444,2,2,9,13.5,18
Ir-Ru,0.428571;0.571429,2,2,7,7.0,7
Ir-Y,0.428571;0.571429,2,2,7,7.0,7
B-Pd,0.375;0.625,2,2,8,12.0,16
Ir-Mo,0.625;0.375,2,2,8,12.0,16
Be-Si,0.375;0.625,2,2,8,12.0,16
Bi-Pt,0.428571;0.571429,2,2,7,7.0,7
Fe-Pt,0.571429;0.428571,2,2,7,7.0,7
Sr-Tc,0.625;0.375,2,2,8,12.0,16
Ta-W,0.428571;0.571429,2,2,7,7.0,7
Ba-Ru,0.444444;0.555556,2,2,9,13.5,18
Tl-V,0.6;0.4,2,2,5,7.5,10
Sc-Zn,0.625;0.375,2,2,8,12.0,16
Cl-Pt,0.4;0.6,2,2,5,7.5,10
Bi-Cu,0.555556;0.444444,2,2,9,13.5,18
In-Zn,0.375;0.625,2,2,8,12.0,16
Ni-Se,0.571429;0.428571,2,2,7,7.0,7
Bi-Sn,0.6;0.4,2,2,5,7.5,10
Ag-Co,0.2;0.8,2,2,5,5.0,5
Li-Tc,0.4;0.6,2,2,5,5.0,5
Au-Co,0.375;0.625,2,2,16,16.0,16
As-Cd,0.8;0.2,2,2,5,5.0,5
Cu-Zr,0.571429;0.428571,2,2,7,7.0,7
Bi-Y,0.555556;0.444444,2,2,9,13.5,18
Mo-Os,0.375;0.625,2,2,8,12.0,16
S-Th,0.714286;0.285714,2,2,28,28.0,28
Pt-Te,0.555556;0.444444,2,2,9,13.5,18
C-Sc,0.444444;0.555556,2,2,9,13.5,18
Ag-Eu,0.666667;0.333333,2,2,6,6.0,6
Ag-Sc,0.555556;0.444444,2,2,9,13.5,18
Cu-Rh,0.428571;0.571429,2,2,7,7.0,7
B-Ca,0.625;0.375,2,2,8,12.0,16
Mo-W,0.444444;0.555556,2,2,9,13.5,18
Ca-Hg,0.2;0.8,2,2,5,5.0,5
Sb-Te,0.625;0.375,2,2,16,16.0,16
Cd-Co,0.375;0.625,2,2,16,16.0,16
Na-Tl,0.625;0.375,2,2,8,12.0,16
Ru-Sc,0.444444;0.555556,2,2,9,13.5,18
Au-Sr,0.555556;0.444444,2,2,9,13.5,18
Pb-Sc,0.555556;0.444444,2,2,9,13.5,18
Nb-Zn,0.555556;0.444444,2,2,9,13.5,18
B-Tl,0.555556;0.444444,2,2,9,13.5,18
Cl-Cu,0.166667;0.833333,2,2,6,6.0,6
N-Y,0.2;0.8,2,2,5,5.0,5
Sb-Sn,0.6;0.4,2,2,5,7.5,10
Ta-Y,0.444444;0.555556,2,2,9,13.5,18
Pd-Ta,0.555556;0.444444,2,2,9,13.5,18
Ga-Se,0.2;0.8,2,2,5,5.0,5
Co-Pd,0.428571;0.571429,2,2,7,7.0,7
Ag-Tl,0.555556;0.444444,2,2,9,13.5,18
Cl-Sc,0.8;0.2,2,2,5,5.0,5
Ga-Ni,0.7;0.3,2,2,20,20.0,20
Cd-In,0.625;0.375,2,2,8,12.0,16
Sr-Y,0.6;0.4,2,2,5,5.0,5
Fe-Ga,0.375;0.625,2,2,8,12.0,16
Ag-Sr,0.6;0.4,2,2,5,7.5,10
Pt-Zn,0.368421;0.631579,2,2,38,38.0,38
Cd-Ga,0.625;0.375,2,2,8,12.0,16
Be-P,0.625;0.375,2,2,8,12.0,16
Be-Ru,0.428571;0.571429,2,2,7,7.0,7
Mo-Os,0.428571;0.571429,2,2,7,7.0,7
Cd-Co,0.2;0.8,2,2,5,5.0,5
Ce-Pd,0.166667;0.833333,2,2,6,6.0,6
In-Li,0.8;0.2,2,2,5,5.0,5
Au-Cr,0.2;0.8,2,2,5,5.0,5
La-V,0.571429;0.428571,2,2,7,7.0,7
Sn-Zr,0.4;0.6,2,2,5,7.5,10
Mn-Ni,0.375;0.625,2,2,8,12.0,16
Co-Ni,0.444444;0.555556,2,2,9,13.5,18
Pd-Sn,0.555556;0.444444,2,2,9,13.5,18
Al-Ge,0.8;0.2,2,2,5,12.5,20
As-Eu,0.428571;0.571429,2,2,14,14.0,14
B-Hf,0.125;0.875,2,1,8,8.0,8
Bi-Hf,0.444444;0.555556,2,2,9,13.5,18
F-In,0.75;0.25,2,2,8,8.0,8
Au-Be,0.428571;0.571429,2,2,7,7.0,7
Ni-Si,0.444444;0.555556,2,2,9,13.5,18
Ir-Mo,0.444444;0.555556,2,2,9,13.5,18
Mg-Tl,0.444444;0.555556,2,2,9,13.5,18
Co-W,0.428571;0.571429,2,2,7,7.0,7
Ge-Hg,0.444444;0.555556,2,2,9,13.5,18
Te-Ti,0.555556;0.444444,2,2,9,13.5,18
Ca-Ta,0.833333;0.166667,2,2,6,6.0,6
Fe-Os,0.571429;0.428571,2,2,7,7.0,7
Co-Mo,0.444444;0.555556,2,2,9,13.5,18
Hg-Rh,0.444444;0.555556,2,2,9,13.5,18
Ba-Y,0.4;0.6,2,2,5,7.5,10
Au-Sr,0.625;0.375,2,2,8,12.0,16
Fe-Sb,0.6;0.4,2,2,5,5.0,5
K-P,0.428571;0.571429,2,2,7,7.0,7
Ga-Pd,0.7;0.3,2,2,20,20.0,20
Li-Pb,0.8;0.2,2,2,5,5.0,5
Sb-Si,0.4;0.6,2,2,5,5.0,5
B-Hf,0.413793;0.586207,2,1,29,29.0,29
Ho-Tl,0.5;0.5,2,2,2,2.0,2
Re-Ti,0.555556;0.444444,2,2,9,13.5,18
Ta-Te,0.444444;0.555556,2,2,9,13.5,18
Ba-Mn,0.375;0.625,2,2,8,12.0,16
In-Mg,0.428571;0.571429,2,2,7,7.0,7
Dy-Hg,0.333333;0.666667,2,2,3,3.0,3
B-Hf,0.461538;0.538462,2,1,13,13.0,13
Ba-Sc,0.625;0.375,2,2,8,12.0,16
B-Sc,0.444444;0.555556,2,2,9,13.5,18
As-Au,0.6;0.4,2,2,5,5.0,5
Pt-Tc,0.428571;0.571429,2,2,7,7.0,7
Cd-Zr,0.555556;0.444444,2,2,9,13.5,18
N-Y,0.625;0.375,2,2,16,16.0,16
In-Pb,0.6;0.4,2,2,5,7.5,10
